ignore,entity_id,gallery,sku,url_key,name,short_description,description,price,bottle_size,attribute_set_id,type_id,status,visibility,weight,tax_class_id
0,9,0,RGD-EYE-001,camellia-seed-eye-revitalizer,茶花籽全效眼部修護啫喱,<p>卸除睫毛液，可將潔面油倒在化妝棉上，輕輕按摩眼部後再沖洗。最後再配合茶花籽淨肌潔膚啫喱或茶花籽柔潤潔面奶清洗臉部，雙重清潔，肌膚加倍潔淨。</p>,<p>卸除睫毛液，可將潔面油倒在化妝棉上，輕輕按摩眼部後再沖洗。最後再配合茶花籽淨肌潔膚啫喱或茶花籽柔潤潔面奶清洗臉部，雙重清潔，肌膚加倍潔淨。</p>,308,18毫升 / 0.72安士,4,simple,1,4,0,2
0,10,0,RGD-EYE-002,camellia-seed-intense-eye-repair-and-nourishment,茶花籽滋潤保濕修護眼霜,<p>蘊含有機山茶花籽油、三葉樹、黃麻葛根、海藻精華、維他命E和EYELISSTM等高效成份，針對改善黑眼圈、眼袋及眼紋；配合AQUAXYLTM高效水份保濕因子，為眼部肌膚細胞注水，活化細胞，重整彈性，令眼部四周肌膚更柔滑細緻，潤澤亮麗。</p>,<strong>用法：</strong><p>每天完成潔膚及爽膚程序後，以無名指尖取適量眼部修護啫喱，輕輕打圈按於眼部四周位置。</p>,368,15,4,simple,1,4,0,2
0,11,0,RGD-NOU-006,camellia-seed-active-hydro-moisturizing-gel,茶花籽活肌晶瑩水份啫喱,<p>蘊含茶花籽精華油、天然植物精華及維他命B5，能深入肌膚細胞內層，注入大量水分，促進肌膚底層的膠質纖維製造，鎖濕補水，改善乾燥問題，令肌膚更水潤晶瑩；配合維他命C500及E，同時美白肌膚，抑制黑色素產生，抵禦紫外線UVA和UVB對肌膚的侵害，修護抗氧化，煥發新生肌膚。</p>,<strong>用法：</strong><p>早晚護理：洗面及抹上茶花籽精華液後，把茶花籽活肌晶瑩水份啫喱均勻輕塗全面，用指尖打圈按摩（避免眼部四周）。</p><p>重點晚間保濕面膜：臨睡前在面上塗上一層厚厚的茶花籽活肌晶瑩水份啫喱作保濕柔滑面膜，讓肌膚於夜間慢慢吸收營養精華，一覺醒來，即見肌膚晶瑩剔透的效果。</p>,308,50毫升 / 1.7安士,4,simple,1,4,0,2
0,12,0,RGD-NOU-007,camellia-seed-whitening-facial-nourishment,茶花籽美肌淨白保濕乳霜,<p>蘊含茶花籽精華油、多種維他命及天然草本植物精華，有效活躍肌底細胞，為肌膚修護注養，即時滋潤，提升肌膚彈性。當中的維他命E及A，同步抑制黑色素形成及修護紫外線對細胞的侵害，日夜無中斷美白修護，改善細紋及皺紋，平滑肌膚，保持彈性，特別適合偏乾及脫皮肌膚。</p>,<strong>用法：</strong><p>早晚護理：洗面及抹上茶花籽精華液後，把茶花籽活肌晶瑩水份啫喱均勻輕塗全面，用指尖打圈按摩（避免眼部四周）。</p>,368,50毫升 / 1.7安士,4,simple,1,4,0,2
0,13,0,RGD-SPL-001,exfoliating-gel-with-camellia-seed-extract,茶花籽淨肌更生磨砂啫喱,<p>茶花籽油及薰衣草精華，加入茶花籽磨砂粒子及天然果實粒子，溫柔地為肌膚去除死皮和老化角質，清除堵塞毛孔的污垢，讓毛孔重新呼吸，盡情吸收養份，有助淡化暗瘡印；茶花籽油及薰衣草精華，同步舒緩及保濕，先清去污垢，再滋養修護，淨肌更生。</p>,<strong>用法：</strong><p>洗面後，取適量茶花籽淨肌更生磨砂啫喱在微濕的面上輕輕按摩，然後用溫水沖洗（避免眼部四周）。在暗瘡印上多打圈數次，有助減淡暗瘡印。建議每星期使用兩至三次。</p>,180,55毫升 / 1.87安士,4,simple,1,4,0,2
0,14,0,RGD-SPL-002,camellia-seed-rejuvenating-mask,茶花籽激活更生美白面膜,<p>採用野生茶花籽精華及十多種純中藥研製，包括菟絲子、銀杏、花粉、淅貝母等，有效增強血液循環，激活細胞更生，增強抗氧力，延緩衰老，抑制黑色素，美白緊緻，更可預防皺紋及鬆弛，消炎抗菌，有助治理及預防暗瘡，從根本改善肌膚氣色。連續使用三天，即感柔滑細緻，膚色均勻剔透。</p>,<strong>用法：</strong><p>徹底潔面後，取適量的茶花籽激活更生美白面膜均勻抹於面上，避開眼部位置，待30分鐘，以溫水沖洗，然後進行日常爽膚及護膚程序。每星期至少連續使用三至五天，效果顯著。</p>,188,60毫升 / 2.11安士,4,simple,1,4,0,2
0,15,0,RGD-SPL-003,camellia-seed-primo-cream-mask,茶花籽深效保濕乳霜面膜,<p>蘊含茶花籽精華油、天然優質橄欖油、水解全小麥蛋白、菌類植物腸及海藻精華，加速皮脂細胞更新排毒，深層保濕滋養，重點舒緩肌膚的疲倦暗啞，用後即時感受肌膚彈滑緊緻，乾紋及色斑淡化，綻放光澤，保持肌膚的黃金健康狀態。</p>,<strong>用法：</strong><p>徹底潔面後，取適量的茶花籽深效保濕乳霜面膜均勻抹於面上，避開眼部位置，待30分鐘，以溫水沖洗，然後進行日常爽膚及護膚程序。中性肌膚每星期至少使用2次，偏乾及暗啞肌膚則可每天使用，效果顯著。配合「仁光堂茶花籽護膚系列」產品使用，效果更理想。</p>,388,75毫升 / 2.63安士,4,simple,1,4,0,2
0,16,0,RGD-NOU-008,camellia-seed-and-honey-lip-repair,茶花籽蜜糖修護唇霜,<p>蘊含DPHP天然植物抗皺精華、茶花籽油、天竺葵及佛手柑精華油、蜜糖油、蘆薈、葵花籽油、角鯊烯、乳木果油和維他命E等天然滋養成份，特別為幼嫩及敏感唇部肌膚而配製。有效滋潤唇部幼嫩肌膚，深層修護，紓緩保護，保持唇部持久柔潤亮澤，對唇瘡及乾裂咀唇，特別適合。</p>,<strong>用法：</strong><p>日：塗上薄薄一層，用手指推勻或雙唇輕輕磨合。</p><p>夜：塗上厚厚一層作唇膜使用，減低水份流失，提供持久滋潤。</p>,98,10毫升 / 0.35安士,4,simple,1,4,0,2
0,17,0,RGD-SPL-004,camellia-seed-total-replenishment-potion,茶花籽水凝淨透抗氧化精華素,<p>蘊含茶花籽精華油、維他命E、絲質蛋白、聚萄糖、洋甘菊提取物、葡萄籽精華及源自法國專利註冊配方KombuchkaTM，是特別研發別具細胞免疫激活性的成份組合，促進細胞代謝修復，抗衰老、抗氧化，能瞬間滲透肌底，迅速補水注養，減少皺紋增生，維持肌膚的最佳水油平衡比例，全面提升肌膚彈性，感受光滑柔軟。</p><p>連續使用29日，即可感受肌膚的明顯改善，光滑度及光亮度提升，面部黃褐色色素減退，粉紅色色素增加，暗啞困倦肌不再，煥發明亮剔透，更可引領肌膚進入最佳狀態，吸收隨後護膚程序的點滴精華。</p>,<strong>用法：</strong><p>早、晚洗面及抹上茶花籽精華液後，取適量均勻輕塗臉部及頸部。連續及長期使用，有效均勻肌膚色素，令肌膚亮澤細緻，提升彈性。</p>,398,30毫升 / 1安士,4,simple,1,4,0,2
0,18,0,RGD-NOU-009,camellia-seed-360-hydrating-sunblock,茶花籽全方位水潤防曬日霜,<p>蘊含茶花籽精華油、天竺葵精華油及維他命E，讓肌膚於熾熱陽光下，依然能保持水油平衡，提升美白及抗氧化的效能；防曬成份由超細有機微粒組成，提供SPF 30/PA++的防曬保護，同時修護肌膚，作妝前打底或單獨使用皆可，四季適用。</p>,<strong>用法：</strong><p>日間於護膚程序後使用，作最後保護層。用前先搖勻，使乳液更均勻，然後取適量塗勻全面。如需於陽光下曝晒較長時間、進行水上活動或大量排汗後，請定時重覆塗抹。</p>,268,40毫升 / 1.33安士,4,simple,1,4,0,2
0,19,0,RGD-HR-001,camellia-seed-botanical-treatment-shampoo,茶花籽草本護理洗髮露,<p>蘊含天然野生茶花籽精華、洋甘菊精華、甜菜精華、Vitamin E、牡丹皮精華、薰衣草精華油及來自法國專利配方Hair Spa™，能溫和又徹底地洗淨頭皮過剩油脂及污垢，同時保留所需水油平衡，有效舒緩、保濕、滋潤、修護髮絲及頭皮屑，改善毛燥髮質。每天使用，可促進頭髮再生，令秀髮重現光澤。</p>,<strong>用法：</strong><p>將適量茶花籽草本護理洗髮露均勻塗上於濕髮至髮根上，按摩髮絲及頭皮一至兩分鐘後，用清水洗淨。如需作深層清潔，可重覆使用一次。</p>,208,480毫升 / 16.2安士,4,simple,1,4,0,2
0,20,0,RGD-HR-002,camellia-seed-anti-hair-loss-treatment-shampoo,茶花籽清爽防脫洗髮露,<p>集天然野生茶花籽精華、洋甘菊精華、甜菜精華、小麥蛋白、稻米胚芽、紅酒素、Vitamin E及來自法國專利配方Hair Spa™，富含豐富蛋白質及氨基酸，是維持毛囊和髮絲健康的重要元素，既能溫和潔淨頭皮和秀髮，同時為毛囊貫注微養份，建立讓秀髮健康生長的環境，延長生長周期，減少脫髮、折斷及開叉等問題。用後清爽輕盈，柔順貼服，更具天然鎖色功效，適合任何髮質使用。</p>,<strong>用法：</strong><p>將適量茶花籽草本護理洗髮露均勻塗上於濕髮至髮根上，按摩髮絲及頭皮一至兩分鐘後，用清水洗淨。如需作深層清潔，可重覆使用一次。</p><strong>護理貼士：</strong><ul></li>防脫洗髮露較一般洗髮露乾爽，如有需要，可配合使用茶花籽盈髮護理油作髮尾修護，令梳理更容易</li><li>配合四季轉變或個人需要，可與茶花籽草本護理洗髮輪流使用。</li><li>要加強頭皮護理及預防脫髮，可於洗髮後以茶花籽營髮液按摩頭皮。</li>,288,500毫升 / 17.5安士,4,simple,1,4,0,2
0,21,0,RGD-HR-003,camellia-seed-hair-treatment-oil,茶花籽盈髮護理油,<p>蘊含天然野生茶花籽精華、Vitamin E、Dimethiconol及Cylopentasiloxane優質硅酮油，能深入每根髮絲，從根本修護受損秀髮，有效舒緩、保濕、滋潤、修護髮絲，改善髮質；清爽呵護，令健康秀髮更柔順亮澤。</p>,<strong>護理方法：</strong><p>洗頭後，用毛巾抹乾頭髮，然後均勻塗上適量茶花籽盈髮護理油於髮絲上（不作頭皮上），再待風乾或以風筒吹乾；如髮質較乾，可於乾髮後才使用。造型前使用，更可減低頭髮鬆散情況，令 髮絲光澤柔滑，貼服自然。</p>,138,50毫升 / 1.75安士,4,simple,1,4,0,2
0,22,0,RGD-HR-004,camellia-seed-hair-essence,茶花籽保濕盈髮液,<p>蘊含茶花籽、人蔘及牡丹皮精華、納米維他命E及Hair Spa ™，有助改善脫髮及頭皮乾燥，令髮絲柔滑亮澤。長期使用，更可促進頭髮增生，健康豐盈。</p>,<strong>用法：</strong><p>塑造髮型前，把茶花籽保濕營髮液噴於髮絲內外層以及頭皮層，雙手揉按髮絲及按摩頭皮層，使水份及營養徹底滲透，為髮囊及髮絲補充水份。</p>,105,150毫升 / 5.29安士,4,simple,1,4,0,2
1,0,0,RGD - HR - 005,,茶籽頭粉,,,128,500,4,simple,1,4,0,2
0,23,0,RGD-BOD-001,camellia-seed-skin-perfect-spa,茶花籽活膚草本沐浴露,<p>蘊含茶花籽精華、銀杏精華、牡丹皮精華、白茶精華等天然成份，清新潔淨全新肌膚，溫和去除老化角質，修護及美白肌膚，每天使用，改善乾燥感覺，精神煥發，肌膚持久水潤柔滑。</p>,<p>蘊含茶花籽精華、銀杏精華、牡丹皮精華、白茶精華等天然成份，清新潔淨全新肌膚，溫和去除老化角質，修護及美白肌膚，每天使用，改善乾燥感覺，精神煥發，肌膚持久水潤柔滑。</p>,98,250毫升 / 8.33安士,4,simple,1,4,0,2
1,0,0,N/A,,茶花籽護膚套裝,,,,,4,simple,1,4,0,2
1,0,0,N/A,,茶花籽滋養潤手霜,,,,,4,simple,1,4,0,2
0,24,0,RGD-NOU-010,camellia-seed-x-shea-butter-power-balm,茶花籽細緻修護軟膏,<p>蘊含有機茶花籽精華油及乳木果油，專為乾燥肌膚而設，即時補濕滋潤，舒緩繃緊乾燥。</p>,<p>蘊含有機茶花籽精華油及乳木果油，專為乾燥肌膚而設，即時補濕滋潤，舒緩繃緊乾燥。</p>,68,10毫升 / 0.35安士,4,simple,1,4,0,2
1,0,0,RGD - NOU - 011,,茶花籽護理油,,,138,40ml  x 3,4,simple,1,4,0,2
